rank,theme_id,name,kind,score,c_reach,c_revenue,c_severity,c_momentum,mentions,mentions_all_time,accounts,mrr_weighted,arr_exposed,mean_sentiment,negative_share,status,lift,q_value,vote_rank,headline
12.0,T25,"Yüklenen tutar eksik görünüyor, 250 TL eksik",ux,48.1888774483784,0.4529108136578383,0.0,1.0,0.0,16,48,16,0.0,0.0,-0.6342937838636946,1.0,stable,1.1505728314238952,1.0,20.0,"Yüklenen tutar eksik görünüyor, 250 TL eksik"
13.0,T46,Restoran ararken filtreler çalışmıyor,bug,47.06381818723699,0.4236592728681617,0.0,1.0,0.0,14,36,14,0.0,0.0,-0.7290696749510158,1.0,stable,1.5607940446650121,0.7988724521685601,26.0,Restoran ararken filtreler çalışmıyor
14.0,T15,Ana sayfanın yüklenmesi yarım dakika sürüyor,ux,46.999772902034046,0.5310850045437944,0.0,0.8636363636363636,0.0,22,59,22,0.0,0.0,-0.5447920520237708,0.8636363636363636,stable,1.392798690671031,0.8512097475289397,14.0,Ana sayfanın yüklenmesi yarım dakika sürüyor
15.0,T51,Restoran ödemeyi iptal etti ama para geri gelmedi,ux,46.471088094763964,0.408248290463863,0.0,1.0,0.0,13,28,13,0.0,0.0,-0.6164192892587154,1.0,stable,2.846153846153846,0.21355550041536442,32.0,Restoran ödemeyi iptal etti ama para geri gelmedi
16.0,T26,Kalan bakiyemi bir iş arkadaşıma transfer edemiyorum,ux,46.26580052530148,0.4529108136578383,0.0,0.9375,0.0,16,48,16,0.0,0.0,-0.670414105164361,0.9375,stable,1.0603318250377074,1.0,21.0,Kalan bakiyemi bir iş arkadaşıma transfer edemiyorum
17.0,T47,"Şikayet yazdım, üç gündür dönüş yapılmadı",ux,45.584449089237744,0.4385290096535146,0.0,0.9333333333333333,0.0,15,33,15,0.0,0.0,-0.48490773886011707,0.9333333333333333,stable,1.9280397022332503,0.5014257424935448,23.0,"Şikayet yazdım, üç gündür dönüş yapılmadı"
18.0,T38,"Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız",ux,44.86601598943479,0.4236592728681617,0.0,0.9285714285714286,0.0,14,41,14,0.0,0.0,-0.6727774201824788,0.9285714285714286,stable,0.5450081833060556,0.7833318020624555,25.0,"Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız"
19.0,T40,"Temassız ödeme bazen geçiyor bazen geçmiyor, güvenemiyorum",bug,44.10422418943852,0.408248290463863,0.0,0.9230769230769231,0.0,13,39,13,0.0,0.0,-0.6556271617477124,0.9230769230769231,stable,1.0412757973733582,1.0,30.0,"Temassız ödeme bazen geçiyor bazen geçmiyor, güvenemiyorum"
20.0,T41,Şirketim yükleme yaptığını söylüyor ama bakiyem sıfır…,ux,44.10422418943852,0.408248290463863,0.0,0.9230769230769231,0.0,13,39,13,0.0,0.0,-0.44546704314337054,0.9230769230769231,stable,0.6661211129296235,0.8328804516234155,31.0,Şirketim yükleme yaptığını söylüyor ama bakiyem sıfır görünüyor
21.0,T39,"Ay sonunda kalan bakiye yanıyor mu, bir sonraki aya…",ux,43.83396577859149,0.3396831102433787,0.0,1.0,0.0,9,41,9,0.0,0.0,-0.560791312219848,1.0,stable,0.4427350427350427,0.6598878845280609,37.0,"Ay sonunda kalan bakiye yanıyor mu, bir sonraki aya devretmesi lazım"
22.0,T44,"Müşteri hizmetlerine ulaşmak imkansız, çağrı merkezi yarım…",ux,43.08678106192978,0.32025630761017426,0.0,1.0,0.0,8,38,8,0.0,0.0,-0.8278388998594872,1.0,stable,1.6086956521739129,0.8328804516234155,38.0,"Müşteri hizmetlerine ulaşmak imkansız, çağrı merkezi yarım saat bekletiyor"
23.0,T32,İptal edilen siparişin iadesi hala bakiyeme yansımadı,bug,42.64873620895149,0.3755338080994054,0.0,0.9166666666666666,0.0,12,43,11,0.0,0.0,-0.6312070566225668,0.9166666666666666,stable,1.1538461538461537,1.0,33.0,İptal edilen siparişin iadesi hala bakiyeme yansımadı
24.0,T36,Giriş yaparken sürekli oturum süreniz doldu hatası alıyorum,bug,42.41563597585126,0.3755338080994054,0.0,0.9090909090909091,0.0,11,43,11,0.0,0.0,-0.6252322345710636,0.9090909090909091,stable,1.0,1.0,35.0,Giriş yaparken sürekli oturum süreniz doldu hatası alıyorum
25.0,T34,"İade süreci çok uzun, bir haftadır bekliyorum",ux,42.40794937067245,0.4803844614152614,0.0,0.7777777777777778,0.0,18,43,18,0.0,0.0,-0.356365162468377,0.7777777777777778,stable,0.9487179487179486,1.0,18.0,"İade süreci çok uzun, bir haftadır bekliyorum"
26.0,T35,Bakiyenin son kullanma tarihi olduğunu kimse söylemedi,ux,41.73736028411307,0.408248290463863,0.0,0.8461538461538461,0.0,13,43,13,0.0,0.0,-0.54058749098871,0.8461538461538461,stable,0.502262443438914,0.685122872159816,29.0,Bakiyenin son kullanma tarihi olduğunu kimse söylemedi
27.0,T06,Kartı telefonun cüzdan uygulamasına eklemek istiyorum,feature_request,41.30665566741142,0.6504436355879909,0.0,0.5294117647058824,0.0,34,111,33,0.0,0.0,-0.24994745938589394,0.5294117647058824,stable,0.7291799109980928,0.7833318020624555,8.0,Kartı telefonun cüzdan uygulamasına eklemek istiyorum
28.0,T18,Bakiye ekranı açılana kadar kasadaki herkes bekliyor,ux,41.01421859776282,0.5063696835418333,0.0,0.7,0.0,20,54,20,0.0,0.0,-0.4013528566173816,0.7,stable,2.116370808678501,0.2855338674931193,16.0,Bakiye ekranı açılana kadar kasadaki herkes bekliyor
29.0,T42,Bakiye yüklendi bildirimi geldi ama uygulamada eski bakiye…,ux,40.496569756070706,0.4529108136578383,0.0,0.75,0.0,16,38,16,0.0,0.0,-0.4390564806631941,0.75,stable,1.2937062937062935,1.0,22.0,Bakiye yüklendi bildirimi geldi ama uygulamada eski bakiye duruyor
30.0,T27,"Gece kullanırken beyaz ekran göz yoruyor, karanlık tema…",ux,38.754495602345514,0.3922322702763681,0.0,0.7692307692307693,0.0,13,47,12,0.0,0.0,-0.35084101044987076,0.7692307692307693,stable,1.0,1.0,28.0,"Gece kullanırken beyaz ekran göz yoruyor, karanlık tema lütfen"
31.0,T48,Şifremi doğru girmeme rağmen giriş yapamıyorum,ux,38.31215904377631,0.19611613513818404,0.0,1.0,0.0,3,32,3,0.0,0.0,-0.7815573916264675,1.0,stable,0.40659340659340654,0.685122872159816,41.0,Şifremi doğru girmeme rağmen giriş yapamıyorum
32.0,T45,Uygulamada destek talebi oluşturma seçeneği bulamadım,ux,38.16277962601416,0.3922322702763681,0.0,0.75,0.0,12,36,12,0.0,0.0,-0.39856851853774805,0.75,stable,0.8027613412228797,1.0,34.0,Uygulamada destek talebi oluşturma seçeneği bulamadım
33.0,T43,"Doğrulama kodu çok geç geliyor, geldiğinde de süresi dolmuş…",ux,37.895639633535566,0.29957234475763905,0.0,0.8571428571428571,0.0,7,38,7,0.0,0.0,-0.40144090021675616,0.8571428571428571,stable,0.8604651162790696,1.0,39.0,"Doğrulama kodu çok geç geliyor, geldiğinde de süresi dolmuş oluyor"
34.0,T01,Evimin ve iş yerimin yakınında kartın geçtiği restoran yok,ux,37.3910920443509,0.7762500258061847,0.0,0.24489795918367346,0.0,49,133,47,0.0,0.0,-0.07284098703145042,0.24489795918367346,stable,0.8291944276196244,0.9591120272357144,3.0,Evimin ve iş yerimin yakınında kartın geçtiği restoran yok
35.0,T13,Her açılışta tekrar tekrar SMS kodu istiyor,bug,37.00363247346219,0.408248290463863,0.0,0.6923076923076923,0.0,13,67,13,0.0,0.0,-0.4985550031594311,0.6923076923076923,stable,0.721025641025641,0.8328804516234155,27.0,Her açılışta tekrar tekrar SMS kodu istiyor
36.0,T49,NFC ödemesi sürekli zaman aşımına uğruyor,bug,32.23297834691217,0.35805743701971643,0.0,0.6,0.0,10,32,10,0.0,0.0,-0.2866133350033303,0.6,stable,1.121212121212121,1.0,36.0,NFC ödemesi sürekli zaman aşımına uğruyor
37.0,T09,Karanlık mod eklenirse çok iyi olur,feature_request,29.209901154639667,0.6304251719561152,0.0,0.16129032258064516,0.0,31,89,31,0.0,0.0,0.13984973297592113,0.16129032258064516,stable,0.9710407239819004,1.0,9.0,Karanlık mod eklenirse çok iyi olur
38.0,T50,Yeni giriş ekranından sonra hesabıma erişemiyorum,ux,28.199416991189103,0.25318484177091666,0.0,0.6,0.0,5,31,5,0.0,0.0,-0.3464446588208231,0.6,stable,0.5384615384615384,0.7833318020624555,40.0,Yeni giriş ekranından sonra hesabıma erişemiyorum
39.0,T10,Restoran ağı genişlerse kartı çok daha fazla kullanırım,ux,27.282719697652357,0.5188745216627708,0.0,0.23809523809523808,0.0,21,88,21,0.0,0.0,0.0029308077027660764,0.23809523809523808,stable,0.796923076923077,0.9591120272357144,15.0,Restoran ağı genişlerse kartı çok daha fazla kullanırım
40.0,T19,Apple Pay'e eklenebilse telefonu açmadan ödeme yapardım,feature_request,25.46035267016936,0.49354811679282456,0.0,0.21052631578947367,0.0,19,52,19,0.0,0.0,0.10643676368537267,0.21052631578947367,stable,1.1036106750392463,1.0,17.0,Apple Pay'e eklenebilse telefonu açmadan ödeme yapardım
41.0,T28,Sistem temasına uyan bir koyu tema eklenmeli,feature_request,16.294587418006216,0.4236592728681617,0.0,0.0,0.0,14,47,14,0.0,0.0,0.09956044302653551,0.0,stable,1.2406311637080867,1.0,24.0,Sistem temasına uyan bir koyu tema eklenmeli
,T08,Yemek kartı uygulamaları arasında en iyisi,praise,,0.0,0.0,0.043478260869565216,0.0,23,106,23,0.0,0.0,0.33446959606756466,0.043478260869565216,stable,0.6748612212529738,0.7510880560672498,,Yemek kartı uygulamaları arasında en iyisi
,T30,Arayüz sade ve anlaşılır,praise,,0.0,0.0,0.0,0.0,22,45,22,0.0,0.0,0.6640595294679368,0.0,stable,1.1505728314238952,1.0,,Arayüz sade ve anlaşılır
,T21,"Ödeme saniyeler içinde bitiyor, çok memnunum",praise,,0.0,0.0,0.0,0.0,18,51,18,0.0,0.0,0.7042396095511282,0.0,stable,0.3759071117561683,0.3244592927325296,,"Ödeme saniyeler içinde bitiyor, çok memnunum"
,T29,Kullanımı çok basit ve hızlı,praise,,0.0,0.0,0.0,0.0,18,45,18,0.0,0.0,0.703366607267066,0.0,stable,0.8712715855572998,1.0,,Kullanımı çok basit ve hızlı
,T23,"Bakiye takibi çok kolay, teşekkürler",praise,,0.0,0.0,0.0,0.0,16,45,16,0.0,0.0,0.7085516422490004,0.0,stable,1.0571428571428572,1.0,,"Bakiye takibi çok kolay, teşekkürler"
,T20,Akıllı saatle ödeme yapabilmek harika olurdu,praise,,0.0,0.0,0.0,0.0,15,51,15,0.0,0.0,0.5447277798038249,0.0,stable,0.3162393162393162,0.1598575200521629,,Akıllı saatle ödeme yapabilmek harika olurdu
,T24,Google Pay entegrasyonu olsa çok pratik olur,praise,,0.0,0.0,0.0,0.0,15,50,15,0.0,0.0,0.5107618056575318,0.0,stable,0.8222222222222221,1.0,,Google Pay entegrasyonu olsa çok pratik olur
,T31,"Kart taşımaktan kurtuldum, harika bir uygulama",praise,,0.0,0.0,0.0,0.0,12,44,12,0.0,0.0,0.7384118545325767,0.0,stable,0.9487179487179486,1.0,,"Kart taşımaktan kurtuldum, harika bir uygulama"
,T37,Kahve zincirlerinde de geçerli olsa harika olur,praise,,0.0,0.0,0.18181818181818182,0.0,11,42,11,0.0,0.0,0.43461503942601537,0.18181818181818182,stable,1.0,1.0,,Kahve zincirlerinde de geçerli olsa harika olur
,T33,Market alışverişinde de kullanılabilse çok iyi olur,praise,,0.0,0.0,0.2857142857142857,0.0,7,43,7,0.0,0.0,0.31770797072734597,0.2857142857142857,stable,0.5692307692307692,0.7833318020624555,,Market alışverişinde de kullanılabilse çok iyi olur
