feedback_id,created_at,channel,account_id,rating,text
LZ-00025,2026-01-06 22:46:24,app_store,U-01603,2.0,Haritada restoranlar yanlis konumda gosteriliyor. Cok sinir bozucu.
LZ-00022,2026-01-06 22:59:51,app_store,U-02378,2.0,oppo telefonumda açılışta çöküyor. dönüşünüzü bekliyorum.
LZ-00039,2026-01-07 08:46:49,app_store,U-00069,1.0,Ana sayfanın yüklenmesi yarım dakika sürüyor.
LZ-00042,2026-01-07 09:12:24,support_ticket,U-02297,,Şirketimiz geçen ay bu karta geçti. Canlı destek hiç cevap verimyor. Rezalet. - Can
LZ-00041,2026-01-07 09:26:26,app_store,U-00641,4.0,Kartı telefonun cüzdan uygulamasına eklemek istiyorum. Teşekkürler.
LZ-00034,2026-01-07 10:14:38,support_ticket,U-02397,,"Merhabalar, Anlaşmalı restoran sayısı çok az, Kadıköy tarafında neredeyse hiç yer yok. - Mert"
LZ-00033,2026-01-07 10:18:34,survey,U-01103,5.0,Market alışverişinde de kullanılabilse çok iyi olur.
LZ-00035,2026-01-07 11:06:50,app_store,U-01173,4.0,"Sevdigim kafeler anlasmali degil, lutfen daha fazla restoran ekleyin. Tesekkurler."
LZ-00043,2026-01-07 11:35:52,app_store,U-02309,1.0,"Sikayet yazdim, uc gundur donus yapilmadi. Donusunuzu bekliyorum."
LZ-00036,2026-01-07 16:57:58,app_store,U-01566,3.0,Evimin ve is yerimin yakininda kartin gectigi restoran yok. Tesekkurler.
LZ-00037,2026-01-07 17:51:08,app_store,U-02188,4.0,Yemek siparişi uygulamalarında da kullanılabilse harika olur. Ayrıca sistem temasına uyan bir koyu tema eklenmeli. Değerlendirirseniz sevinirim.
LZ-00038,2026-01-07 18:30:35,app_store,U-01944,2.0,Lezzo ana sayfanın yüklenmesi yarım dakika sürüyor. Rezalet.
LZ-00031,2026-01-07 18:57:22,support_ticket,U-01130,,"Selam, Yaklaşık 8 aydır kullanıcınızım. Yüklenen tutar eksik görünüyor, 400 TL eksik."
LZ-00045,2026-01-07 19:12:19,support_ticket,U-00350,,"Selam, Telefon numaram 0500 000 45 67, beni arayabilirsiniz. Restoran ödemeyi iptal etti ama para geri gelmedi. Saygılarımla, Mert"
LZ-00040,2026-01-07 19:17:36,app_store,U-01245,1.0,"Yakınımdaki restoranları listelemiyor, konumumu bulamıyor."
LZ-00032,2026-01-07 19:42:05,app_store,U-01932,4.0,Market alışverişinde de kullanılabilse çok iyi olur.
LZ-00046,2026-01-07 20:49:11,app_store,U-02473,5.0,"Lezzo kart taşımaktan kurtuldum, harika bir uygulama."
LZ-00044,2026-01-07 21:40:43,app_store,U-00178,2.0,"Lezzo i̇ade sureci cok uzun, bir haftadir bekliyorum. Donusunuzu bekliyorum."
LZ-00047,2026-01-08 11:29:53,support_ticket,U-00991,,"Merhaba, QR ile ödeme son güncellemeden sonra çalışmıyor, kasada rzeil oldum. İyi çalışmalar, Can"
LZ-00051,2026-01-08 13:10:44,support_ticket,U-02263,,"Telefon numaram 0500 000 12 34, beni arayabilirsiniz. Evimin ve iş yerimin yakınında kartın geçtiği restoran yok. - Emre"
LZ-00057,2026-01-08 13:12:46,survey,U-00549,0.0,Bakiyenin son klulanma tarihi oldugunu kimse soylemedi.
LZ-00053,2026-01-08 15:48:29,survey,U-00164,6.0,"Sevdiğim kafeler anlaşmalı değil, lütfen daha fazla restoran ekleyin."
LZ-00056,2026-01-08 16:22:57,app_store,U-01604,2.0,Huawei telefonumda açılışta çöküyor.
LZ-00049,2026-01-08 16:32:24,support_ticket,U-01884,,"Selam, Sevdiğim kafeler anlaşmalı değil, lütfen daha fazla restoran ekleyin. Teşekkürler. İyi çalışmalar, Ceren"
LZ-00054,2026-01-08 19:39:59,survey,U-00486,0.0,"Uygulama çok yavaş açılıyor, kasada sırayı bekletiyorum."
LZ-00050,2026-01-08 20:14:14,survey,U-01020,5.0,Yemek siparişi uygulamalarında da kullanılabilse harika olur.
LZ-00055,2026-01-08 21:12:24,support_ticket,U-00722,,"Selam, Yaklaşık 12 aydır kullanıcınızım. Ana sayfanın yüklenmesi yarım dakika sürüyor. Ayrıca restoranların çalışma saatleri yanlış yazıyor. İyi çalışmalar, Can"
LZ-00048,2026-01-08 21:52:50,app_store,U-01139,3.0,Lezzo restoran ağı genişlerse kartı çok daha fazla kullanırım. Yol haritanızda var mı?
LZ-00052,2026-01-08 22:47:18,app_store,U-00979,3.0,"yemek siparişi uygulamalarında da kullanılabilse harika olur. ayrıca telefonu pos cihazına yaklaştırıyorum, ödeme ekranı açılmıyor."
LZ-00063,2026-01-09 08:12:52,app_store,U-01736,3.0,"uygulama surekli donuyor, kapatip acmam gerekiyor. cok sinir bozucu."
LZ-00067,2026-01-09 09:45:01,support_ticket,U-00431,,"Merhaba, Telefon numaram 0500 000 12 34, beni arayabilirsiniz. Google Pay entegrasyonu olsa çok pratik olur. Yol haritanızda var mı? Teşekkürler, Zeynep"
LZ-00069,2026-01-09 10:32:40,app_store,U-00970,5.0,"Ödeme saniyeler içinde bitiyor, çok memnunum. Ayrıca uygulamada destek talebi oluşturma seçeneği bulamadım. Emeği geçenlere teşekkürler!"
LZ-00059,2026-01-09 11:44:19,support_ticket,U-00808,,"Merhabalar, Her gün öğle yemeğinde kullanıyorum. Kasada QR okutuyorum ama ödeme bir türlü geçmiyor. Lütfen acilen çözün. - Selin"
LZ-00061,2026-01-09 12:26:43,app_store,U-01967,3.0,Lezzo yemek siparişi uygulamalarında da kullanılabilse harika olur. Teşekkürler.
LZ-00065,2026-01-09 13:30:14,app_store,U-00338,1.0,Restoran ararken filtreler çalışmıyor. Dönüşünüzü bekliyorum.
LZ-00068,2026-01-09 14:01:34,survey,U-01187,4.0,Kalan bakiyemi bir is arakdasima transfer edemiyorum.
LZ-00062,2026-01-09 14:52:39,app_store,U-02406,1.0,Her açılışta tekrar tekrar SMS kodu istiyor. Mağdur durumdayım.
LZ-00060,2026-01-09 15:18:50,app_store,U-01407,3.0,sirketim yukleme yaptigini soyluyor ama bakiyem sifir gorunuyor.
LZ-00058,2026-01-09 16:22:52,app_store,U-01443,1.0,Lezzo QR okuttuktan sonra uygulama beyaz ekranda kalıyor. Lütfen acilen çözün.
LZ-00070,2026-01-09 19:51:52,app_store,U-02303,5.0,Yemek karti uygulamalari arasinda en iyisi. 5 yildizi hak ediyor.
LZ-00064,2026-01-09 21:25:10,app_store,U-01065,1.0,Restoran ararken filtreler çalışmıyor. Dönüşünüzü bekliyorum.
LZ-00066,2026-01-09 22:18:22,app_store,U-00131,4.0,Google Pay entegrasyonu olsa cok pratik olur. Tesekkurler.
LZ-00071,2026-01-09 22:24:17,app_store,U-01513,5.0,Kullanımı çok basit ve hızlı. 5 yıldızı hak ediyor.
LZ-00083,2026-01-10 09:17:22,survey,U-00352,10.0,Yemek kartı uygulamaları arasında en iyisi.
LZ-00074,2026-01-10 10:52:09,support_ticket,U-02135,,"Merhabalar, Yaklaşık 3 aydır kullanıcınızım. Temassız ödeme eski Android telefonumda çalışmıyor. Mağdur durumdayım. Teşekkürler, Elif"
LZ-00078,2026-01-10 11:44:15,app_store,U-01324,1.0,"Uygulama cok yavas aciliyor, kasada sirayi bekletiyorum. Donusunuzu bekliyorum."
LZ-00072,2026-01-10 14:30:11,app_store,U-00065,1.0,"QR odemesi iki kere cekildi, bakiyemden iki kez dustu. Donusunuzu bekliyorum."
LZ-00079,2026-01-10 15:09:38,support_ticket,U-01048,,"İyi günler, Uygulama sürekli donuyor, kapatıp açmam gerekiyor. - Elif"
LZ-00076,2026-01-10 16:47:28,support_ticket,U-01093,,"Merhabalar, Market alışverişinde de kullanılabilse çok iyi olur. Teşekkürler. İyi çalışmalar, Selin"
LZ-00081,2026-01-10 16:54:19,support_ticket,U-00031,,"Merhaba, Canlı destek hiç cevap vermiyor. - Elif"
LZ-00080,2026-01-10 16:54:36,app_store,U-01732,5.0,"lezzo gece kullanırken beyaz ekran göz yoruyor, karanlık tema lütfen. teşekkürler."
LZ-00077,2026-01-10 17:26:22,support_ticket,U-02000,,"Merhabalar, Telefon numaram 0500 000 12 34, beni arayabilirsiniz. Oppo telefonumda açılışta çöküyor. Çok sinir bozucu. Teşekkürler, Selin"
LZ-00075,2026-01-10 18:16:48,support_ticket,U-00496,,"Selam, Telefon numaram 0500 000 89 01, beni arayabilirsiniz. Temassız ödeme bazen geçiyor bazen geçmyior, güvenemiyorum."
LZ-00073,2026-01-10 19:10:47,app_store,U-00904,1.0,"qr ödemesi iki kere çekildi, bakiyemden iki kez düştü."
LZ-00082,2026-01-10 22:16:28,survey,U-00685,5.0,Uygulamada destek talebi oluşturma seçeneği bulamadım.
LZ-00090,2026-01-11 09:40:53,survey,U-01603,8.0,Kahve zincirlerinde de geçerli olsa harika olur.
LZ-00098,2026-01-11 09:49:51,support_ticket,U-00143,,"Yaklaşık 18 aydır kullanıcınızım. İptal edilen siparişin iadesi hala bakiyeme yansımadı. Çok sinir bozucu. Teşekkürler, Ece"
LZ-00092,2026-01-11 10:05:36,app_store,U-01783,1.0,Bakiye ekranı açılana kadar kasadaki herkes bekliyor. Dönüşünüzü bekliyorum.
LZ-00097,2026-01-11 10:20:11,app_store,U-01464,1.0,canlı destek hiç cevap vemriyor.
LZ-00093,2026-01-11 10:42:28,support_ticket,U-02445,,"Selam, E-posta adresim mehmet.y@example.com. Uygulama çok fazla pil tüketiyor. İyi çalışmalar, Emre"
LZ-00085,2026-01-11 10:58:40,app_store,U-00703,1.0,NFC ile ödeme yapmak istiyorum ama telefonu yaklaştırınca hiçbir şey olmuyor. Lütfen acilen çözün.
LZ-00088,2026-01-11 11:19:29,app_store,U-02080,5.0,kahve zincirlerinde de geçerli olsa harika olur. yol haritanızda var mı?
LZ-00099,2026-01-11 11:38:14,app_store,U-00695,5.0,"kart tasimaktan kurtuldum, harika bir uygulama."
LZ-00089,2026-01-11 15:14:32,support_ticket,U-01269,,"Merhaba, Telefon numaram 0500 000 12 34, beni arayabilirsiniz. Evimin ve iş yerimin yakınında kartın geçtiği retsoran yok. Değerlendirirseniz sevinirim. Teşekkürler, Deniz"
LZ-00096,2026-01-11 16:36:26,support_ticket,U-00382,,"Merhabalar, Yaklaşık 12 aydır kullanıcınızım. Canlı destek hiç cevap vermiyor. Rezalet."
LZ-00091,2026-01-11 17:21:19,support_ticket,U-01435,,"Şifremi doğru girmeme rağmen giriş yapamıyorum. İyi çalışmalar, Mert"
LZ-00094,2026-01-11 19:25:45,app_store,U-00597,1.0,uygulama çok fazla pil tüketiyor. mağdur durumdayım.
LZ-00086,2026-01-11 19:44:33,app_store,U-01457,1.0,"bu ay bakiyem geç yüklendi, iki gün yemek kartsız kaldım. çok sinir bozucu."
LZ-00084,2026-01-11 21:43:40,support_ticket,U-00431,,"Selam, Yaklaşık 3 aydır kullanıcınızım. QR okuttuktan sonra uygulama beyaz ekranda kalıyor. Ayrıca iade süreci çok uzun, bir haftadır bekliyorum. Dönüşünüzü bekliyorum. Teşekkürler, Emre"
LZ-00087,2026-01-11 22:09:39,survey,U-01696,6.0,"Anlaşmalı restoran sayısı çok az, Levent tarafında neredeyse hiç yer yok."
LZ-00095,2026-01-11 22:28:28,support_ticket,U-00338,,"Merhabalar, Telefon numaram 0500 000 45 67, beni arayabilirsiniz. Google Pay entegrasyonu olsa çok pratik olur. Yol haritanızda var mı? Teşekkürler, Emre"
LZ-00107,2026-01-12 08:34:56,app_store,U-01566,3.0,Evimin ve is yerimin yakininda kartin gectigi restoran yok. Degerlendirirseniz sevinirim.
LZ-00102,2026-01-12 09:32:18,support_ticket,U-00396,,"Merhabalar, E-posta adresim zeynep.a@example.com. Yüklenen tutar eksik görünüyor, 250 TL eksik. Çok sinir bozucu. - Selin"
LZ-00108,2026-01-12 10:51:22,app_store,U-01730,3.0,"Uygulama sürekli donuyor, kapatıp açmam gerekiyor. Çok sinir bozucu."
LZ-00114,2026-01-12 12:48:29,app_store,U-00689,5.0,apple pay'e eklenebilse telefonu acmadan odeme yapardim. degerlendirirseniz sevinirim.
LZ-00103,2026-01-12 14:37:41,support_ticket,U-02286,,"Merhaba, E-posta adresim ayse.k@example.com. Restoran ağı genişlerse kartı çok daha fazla kullanırım. Yol haritanızda var mı? Saygılarımla, Mert"
LZ-00111,2026-01-12 14:46:23,app_store,U-02188,1.0,"Uygulama çok yavaş açılıyor, kasada sırayı bekletiyorum."
LZ-00100,2026-01-12 14:56:36,survey,U-01643,4.0,Kasada QR okutuyorum ama odeme bir turlu gecmyior. Ayrica Google Pay entegrasyonu olsa cok pratik olur.
LZ-00116,2026-01-12 15:52:27,support_ticket,U-00662,,"Her gün öğle yemeğinde kullanıyorum. Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız."
LZ-00113,2026-01-12 16:04:48,support_ticket,U-02099,,"Selam, Yaklaşık 3 aydır kullanıcınızım. Restoranların çalışma saatleri yanlış yazıyor. Çok sinir bozucu. - Deniz"
LZ-00105,2026-01-12 16:21:21,support_ticket,U-02078,,"Merhabalar, E-posta adresim mehmet.y@example.com. Yemek siparişi uygulamalarında da kullanılabilse harika olur. Teşekkürler. İyi çalışmalar, Mehmet"
LZ-00110,2026-01-12 16:45:00,app_store,U-01811,2.0,ana sayfanın yüklenmesi yarım dakika sürüyor. mağdur durumdayım.
LZ-00112,2026-01-12 17:56:15,support_ticket,U-01172,,"Merhabalar, Telefon numaram 0500 000 12 34, beni arayabilirsiniz. Uygulama sürekli donuyor, kapatıp açmam gerekioyr. Çok sinir bozucu."
LZ-00104,2026-01-12 18:14:29,app_store,U-00955,5.0,"Sevdigim kafeler anlasmali degil, lutfen daha fazla restoran ekleyin. Tesekkurler."
LZ-00109,2026-01-12 18:19:54,app_store,U-02108,1.0,"uygulama sürelki donuyor, kapatıp açmam gerekiyor. rezalet."
LZ-00101,2026-01-12 20:27:24,support_ticket,U-01673,,"Merhaba, Bu ay bakiyem geç yüklnedi, iki gün yemek kartsız kaldım. İyi çalışmalar, Ece"
LZ-00115,2026-01-12 21:00:39,app_store,U-01377,5.0,Google Pay entegrasyonu olsa çok pratik olur. Ayrıca uygulama çok fazla pil tüketiyor.
LZ-00106,2026-01-12 22:23:05,app_store,U-00386,5.0,"Lezzo anlasmali restoran sayisi cok az, Nilufer tarafinda neredeyse hic yer yok. Degerlendirirseniz sevinirim."
LZ-00124,2026-01-13 08:20:57,app_store,U-00068,3.0,Uygulama çok fazla pil tüketiyor. Ayrıca restoran ararken filtreler çalışmıyor. Rezalet.
LZ-00129,2026-01-13 08:55:52,app_store,U-01452,5.0,google pay entegrasyonu olsa çok pratik olur. yol haritanızda var mı?
LZ-00128,2026-01-13 11:04:17,app_store,U-00784,4.0,karanlik mod secenegi yok mu?
LZ-00131,2026-01-13 12:03:00,app_store,U-02239,3.0,Kalan bakiyemi bir iş arkadaşıma transfer edemiyorum. Ayrıca haritada restoranlar yanlış konumda gösteriliyor.
LZ-00133,2026-01-13 12:22:18,app_store,U-01146,3.0,canlı destek hiç cevap vermiyor. rezalet.
LZ-00117,2026-01-13 12:23:25,survey,U-00644,1.0,Ödeme onaylandı diyor ama restoranın cihazına düşmüyor.
LZ-00123,2026-01-13 12:36:37,app_store,U-00481,2.0,Uygulama cok fazla pil tuketiyor.
LZ-00126,2026-01-13 13:26:44,app_store,U-01555,1.0,Restoran ararken filtreler çalışmıyor. Mağdur durumdayım.
LZ-00127,2026-01-13 13:27:44,survey,U-02497,0.0,"Yakınımdaki restoranları listelmeiyor, konumumu bulamıyor."
LZ-00118,2026-01-13 15:33:37,support_ticket,U-00006,,"Selam, Yaklaşık 6 aydır kullanıcınızım. Ödeme onaylandı diyor ama restoranın cihazına düşmüyor. Rezalet. Teşekkürler, Burak"
LZ-00122,2026-01-13 15:34:17,support_ticket,U-02310,,"Selam, Telefon nmuaram 0500 000 89 01, beni arayabilirsiniz. Her açılışta tekrar tekrar SMS kodu istiyor."
LZ-00121,2026-01-13 18:45:48,app_store,U-00944,3.0,Yeni giriş ekranından sonra heasbıma erişemiyorum. Rezalet.
LZ-00120,2026-01-13 20:03:34,app_store,U-01566,1.0,Maaş günü gledi ama yemek bakiyem hala yüklenmedi. Dönüşünüzü bekliyorum.
LZ-00119,2026-01-13 21:54:35,app_store,U-01417,1.0,Lezzo kasada QR okutuyorum ama ödeme bir türlü geçmiyor. Lütfen acilen çözün.
LZ-00125,2026-01-13 22:04:11,app_store,U-01328,3.0,"Uygulama sürekli donuyor, kapatıp açmam gerekiyor. Ayrıca sistem temasına uyan bir koyu tema eklenmeli. Lütfen acilen çözün."
LZ-00132,2026-01-13 22:04:32,survey,U-02305,3.0,"Sikayet yazdim, uc gundur donus yapilmadi."
LZ-00130,2026-01-13 22:37:33,app_store,U-02444,3.0,"Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız."
LZ-00137,2026-01-14 08:17:39,app_store,U-01850,4.0,Restoran ağı genişlerse kartı çok daha fazla kullanırım. Değerlendirirseniz sevinirim.
LZ-00146,2026-01-14 11:03:35,survey,U-01129,0.0,Restoran ödemeyi iptal etti ama para geri gelmedi.
LZ-00142,2026-01-14 11:18:15,app_store,U-02089,4.0,"Gece kullanırken beyaz ekarn göz yoruyor, karanlık tema lütfen."
LZ-00147,2026-01-14 11:45:08,app_store,U-01015,4.0,"Bakiye takibi cok kolay, tesekkurler. Ayrica evimin ve is yerimin yakininda kartin gectigi restoran yok."
LZ-00138,2026-01-14 13:12:49,support_ticket,U-02009,,"Selam, Şirketimiz geçen ay bu karta geçti. Restoran ağı genişlerse kartı çok daha fazla kullanırım. Yol haritanızda var mı? - Deniz"
LZ-00136,2026-01-14 13:27:29,support_ticket,U-01928,,"Merhabalar, Evimin ve iş yerimin yakınında kartın geçtiği restoran yok. Değerlendirirseniz sevinirim."
LZ-00144,2026-01-14 14:03:37,support_ticket,U-00512,,Her gün öğle yemeğinde kullanıyorum. Canlı destek hiç cevap vermiyor. Mağdur durumdayım.
LZ-00140,2026-01-14 15:57:48,support_ticket,U-01216,,"Merhabalar, E-posta adresim mehmet.y@example.com. Giriş yaparken sürekli oturum süreniz doldu hatası alıyorum. Çok sinir bozucu. Saygılarımla, Burak"
LZ-00143,2026-01-14 17:46:27,survey,U-02334,4.0,"Kullanmadığım bakiye sonraki aya aktarılmıyor, bu çok haksız."
LZ-00134,2026-01-14 18:31:52,survey,U-01313,6.0,NFC ödemesi sürekli zaman aşımına uğruyor.
LZ-00135,2026-01-14 18:59:21,app_store,U-00900,1.0,"Bu ay bakiyem geç yüklendi, iki gün yemek kartsız kaldım. Mağdur duurmdayım."
LZ-00141,2026-01-14 20:24:12,app_store,U-01156,3.0,"Lezzo gece kullanirken beyaz ekran goz yoruyor, karanlik tema lutfen. Degerlendirirseniz sevinirim."
LZ-00139,2026-01-14 20:34:57,app_store,U-00430,3.0,"Doğrulama kodu çok geç geliyor, geldiğinde de süresi dolmuş oluyor. Mağdur durumdayım."
LZ-00145,2026-01-14 20:35:21,app_store,U-00338,3.0,"sikayet yazdim, uc gundur donus yapilmadi."
LZ-00167,2026-01-15 09:41:34,survey,U-02402,10.0,Kullanimi cok basit ve hizli.
LZ-00166,2026-01-15 12:36:34,app_store,U-01419,4.0,Yemek karti uygulamalari arasinda en iyisi. Basarilar!
LZ-00157,2026-01-15 12:36:55,app_store,U-00214,1.0,lezzo ana safyanin yuklenmesi yarim dakika suruyor.
LZ-00155,2026-01-15 12:51:58,support_ticket,U-02311,,"Selam, Yaklaşık 3 aydır kullanıcınızım. Bakiye ekranı açılana kadar kasadaki herkes bekliyor. Dönüşünüzü bekliyorum."
LZ-00162,2026-01-15 13:37:48,survey,U-01121,6.0,"Apple Pay'e eklenebilse telefonu acmadan odeme yapardim. Ayrica iade sureci cok uzun, bir haftadir bekliyorum."
LZ-00159,2026-01-15 13:43:51,app_store,U-00764,1.0,Haritada restoranlar yanlış konumda gösteriliyor. Ayrıca kartı telefonun cüzdan uygulamasına eklemek istiyorum. Dönüşünüzü bekliyorum.
LZ-00163,2026-01-15 14:18:46,app_store,U-01869,4.0,Akıllı saatle ödeme yapabilmek harika olurdu. Yol haritanızda var mı?
LZ-00165,2026-01-15 15:06:45,app_store,U-00357,2.0,canlı destek hiç cevap vermiyor. ayrıca haritada restoranlar yanlış konumda gösteriliyor. dönüşünüzü bekliyorum.
LZ-00149,2026-01-15 17:00:42,app_store,U-01222,2.0,"Telefonu POS cihazına yaklaştırıyorum, ödeme ekranı açılmıyor. Mağdur durumdayım."
LZ-00156,2026-01-15 18:35:59,app_store,U-02323,1.0,"Uygulama cok yavas aciliyor, kasada sirayi bekletiyorum. Rezalet."
LZ-00158,2026-01-15 18:52:47,app_store,U-02219,3.0,Bakiye ekranı açılana kadar kasadaki herkes bekliyor. Çok sinir bozucu.
LZ-00153,2026-01-15 19:11:49,survey,U-00641,1.0,Yeni giris ekranindan sonra hesabima erisemiyorum.
LZ-00151,2026-01-15 19:47:05,support_ticket,U-02141,,"Merhaba, Şirketimiz geçen ay bu karta geçti. Evimin ve iş yerimin yakınında kartın geçtiği restoran yok. Değerlendirirseniz sevinirim. Saygılarımla, Ece"
LZ-00152,2026-01-15 20:21:39,survey,U-00328,8.0,Kahve zincirlerinde de geçerli olsa harika olur.
LZ-00164,2026-01-15 20:22:39,app_store,U-02384,2.0,"Lezzo müşteri hizmetlerine ulaşmak imkansız, çağrı merkezi yarım saat bekletiyor. Mağdur durumdayım."
LZ-00160,2026-01-15 20:35:04,support_ticket,U-00630,,"İyi günler, Her gün öğle yemeğinde kullanıyorum. Gece kullanırken beyaz ekran göz yoruyor, karanlık tema lütfen. Teşekkürler."
LZ-00161,2026-01-15 20:57:15,app_store,U-00303,5.0,Karanlik mod secenegi yok mu? Yol haritanizda var mi?
LZ-00148,2026-01-15 21:21:25,support_ticket,U-01401,,"Merhaba, E-posta adresim ayse.k@example.com. Kasada QR okutuyorum ama ödeme bir türlü geçmiyor. Rezalet. - Ayşe"
LZ-00154,2026-01-15 22:31:07,app_store,U-01374,1.0,Ana sayfanın yüklenmesi yarım dakika sürüyor. Dönüşünüzü bekliyorum.
LZ-00150,2026-01-15 22:45:18,survey,U-01723,7.0,Restoran agi genislerse karti cok daha fazla kullanirim.
LZ-00173,2026-01-16 08:56:25,app_store,U-01993,4.0,"Anlaşmalı restoran sayısı çok az, Maslak tarafında neredeyse hiç yer yok."
LZ-00172,2026-01-16 10:00:16,support_ticket,U-00738,,"Selam, Yaklaşık 12 aydır kullanıcınızım. Kahve zincirlerinde de geçerli olsa harika olur."
LZ-00174,2026-01-16 11:07:14,app_store,U-01662,1.0,Bakiye ekranı açılana kadar kasadaki herkes bekliyor. Mağdur durumdayım.
LZ-00171,2026-01-16 12:37:21,support_ticket,U-01000,,"İyi günler, Yaklaşık 12 aydır kullanıcınızım. Market alışverişinde de kullanılabilse çok iyi olur. - Elif"
LZ-00178,2026-01-16 12:42:38,support_ticket,U-01686,,"İyi günler, Yaklaşık 18 aydır kullanıcınızım. Google Pay entegrasyonu olsa çok pratik olur. Yol haritanızda var mı? Teşekkürler, Mert"
LZ-00170,2026-01-16 12:51:51,support_ticket,U-02132,,"Merhabalar, Bu ay bakiyem geç yüklendi, iki gün yemek kartsız kaldım. Lütfen acilen çözün. Saygılarımla, Ece"
