feedback_id,true_theme,true_polarity
FB-00073,onboarding,negative
FB-00074,praise,positive
FB-00075,mobile_performance,negative
FB-00076,mobile_performance,negative
FB-00077,mobile_performance,negative
FB-00078,mobile_performance,negative
FB-00079,mobile_performance,negative
FB-00080,dark_mode,neutral
FB-00081,pricing,negative
FB-00082,timezone,negative
FB-00083,timezone,negative
FB-00084,timezone,negative
FB-00085,slack_integration,neutral
FB-00086,export_reporting,neutral
FB-00087,praise,positive
FB-00088,praise,positive
FB-00089,praise,positive
FB-00090,praise,positive
FB-00091,calendar_sync,negative
FB-00092,mobile_performance,negative
FB-00093,mobile_performance,negative
FB-00094,mobile_performance,negative
FB-00095,dark_mode,neutral
FB-00096,sso_saml,neutral
FB-00097,onboarding,negative
FB-00098,onboarding,negative
FB-00099,onboarding,negative
FB-00100,recurring_events,negative
FB-00101,recurring_events,negative
FB-00102,praise,positive
FB-00103,praise,positive
FB-00104,praise,positive
FB-00105,calendar_sync,negative
FB-00106,mobile_performance,negative
FB-00107,mobile_performance,negative
FB-00108,mobile_performance,negative
FB-00109,dark_mode,neutral
FB-00110,dark_mode,neutral
FB-00111,sso_saml,neutral
FB-00112,pricing,negative
FB-00113,timezone,negative
FB-00114,timezone,negative
FB-00115,timezone,negative
FB-00116,timezone,negative
FB-00117,timezone,negative
FB-00118,slack_integration,neutral
FB-00119,slack_integration,neutral
FB-00120,export_reporting,neutral
FB-00121,onboarding,negative
FB-00122,praise,positive
FB-00123,praise,positive
FB-00124,praise,positive
FB-00125,mobile_performance,negative
FB-00126,mobile_performance,negative
FB-00127,mobile_performance,negative
FB-00128,mobile_performance,negative
FB-00129,mobile_performance,negative
FB-00130,dark_mode,neutral
FB-00131,dark_mode,neutral
FB-00132,dark_mode,neutral
FB-00133,dark_mode,neutral
FB-00134,dark_mode,neutral
FB-00135,dark_mode,neutral
FB-00136,timezone,negative
FB-00137,slack_integration,neutral
FB-00138,slack_integration,neutral
FB-00139,export_reporting,neutral
FB-00140,export_reporting,neutral
FB-00141,onboarding,negative
FB-00142,onboarding,negative
FB-00143,praise,positive
FB-00144,praise,positive
FB-00145,praise,positive
FB-00146,praise,positive
FB-00147,calendar_sync,negative
FB-00148,dark_mode,neutral
FB-00149,slack_integration,neutral
FB-00150,slack_integration,neutral
FB-00151,slack_integration,neutral
FB-00152,slack_integration,neutral
FB-00153,notifications,negative
FB-00154,notifications,negative
FB-00155,export_reporting,neutral
FB-00156,onboarding,negative
FB-00157,onboarding,negative
FB-00158,onboarding,negative
FB-00159,praise,positive
FB-00160,praise,positive
FB-00161,calendar_sync,negative
FB-00162,mobile_performance,negative
FB-00163,dark_mode,neutral
FB-00164,dark_mode,neutral
FB-00165,dark_mode,neutral
FB-00166,sso_saml,neutral
FB-00167,timezone,negative
FB-00168,timezone,negative
FB-00169,export_reporting,neutral
FB-00170,onboarding,negative
FB-00171,onboarding,negative
FB-00172,calendar_sync,negative
FB-00173,mobile_performance,negative
FB-00174,mobile_performance,negative
FB-00175,dark_mode,neutral
FB-00176,dark_mode,neutral
FB-00177,dark_mode,neutral
FB-00178,pricing,negative
FB-00179,timezone,negative
FB-00180,timezone,negative
FB-00181,slack_integration,neutral
FB-00182,notifications,negative
FB-00183,export_reporting,neutral
FB-00184,export_reporting,neutral
FB-00185,onboarding,negative
FB-00186,praise,positive
FB-00187,praise,positive
FB-00188,praise,positive
FB-00189,praise,positive
FB-00190,calendar_sync,negative
FB-00191,calendar_sync,negative
FB-00192,mobile_performance,negative
FB-00193,mobile_performance,negative
FB-00194,mobile_performance,negative
FB-00195,mobile_performance,negative
FB-00196,dark_mode,neutral
FB-00197,dark_mode,neutral
FB-00198,dark_mode,neutral
FB-00199,dark_mode,neutral
FB-00200,dark_mode,neutral
FB-00201,dark_mode,neutral
FB-00202,pricing,negative
FB-00203,pricing,negative
FB-00204,timezone,negative
FB-00205,slack_integration,neutral
FB-00206,slack_integration,neutral
FB-00207,slack_integration,neutral
FB-00208,slack_integration,neutral
FB-00209,slack_integration,neutral
FB-00210,notifications,negative
FB-00211,notifications,negative
FB-00212,export_reporting,neutral
FB-00213,onboarding,negative
FB-00214,onboarding,negative
FB-00215,onboarding,negative
FB-00216,recurring_events,negative
FB-00217,praise,positive
FB-00218,praise,positive
FB-00219,mobile_performance,negative
FB-00220,mobile_performance,negative
FB-00221,mobile_performance,negative
FB-00222,dark_mode,neutral
FB-00223,dark_mode,neutral
FB-00224,dark_mode,neutral
FB-00225,dark_mode,neutral
FB-00226,dark_mode,neutral
FB-00227,sso_saml,neutral
FB-00228,pricing,negative
FB-00229,slack_integration,neutral
FB-00230,slack_integration,neutral
FB-00231,notifications,negative
FB-00232,notifications,negative
FB-00233,notifications,negative
FB-00234,notifications,negative
FB-00235,export_reporting,neutral
FB-00236,onboarding,negative
FB-00237,praise,positive
FB-00238,praise,positive
FB-00239,praise,positive
FB-00240,praise,positive
FB-00241,mobile_performance,negative
FB-00242,dark_mode,neutral
FB-00243,dark_mode,neutral
FB-00244,dark_mode,neutral
FB-00245,sso_saml,neutral
FB-00246,pricing,negative
FB-00247,pricing,negative
FB-00248,slack_integration,neutral
FB-00249,notifications,negative
FB-00250,export_reporting,neutral
FB-00251,export_reporting,neutral
FB-00252,onboarding,negative
FB-00253,onboarding,negative
FB-00254,praise,positive
FB-00255,praise,positive
FB-00256,praise,positive
FB-00257,mobile_performance,negative
FB-00258,mobile_performance,negative
FB-00259,dark_mode,neutral
FB-00260,dark_mode,neutral
FB-00261,dark_mode,neutral
FB-00262,dark_mode,neutral
FB-00263,pricing,negative
FB-00264,slack_integration,neutral
FB-00265,slack_integration,neutral
FB-00266,slack_integration,neutral
FB-00267,notifications,negative
FB-00268,onboarding,negative
FB-00269,onboarding,negative
FB-00270,onboarding,negative
FB-00271,onboarding,negative
FB-00272,recurring_events,negative
FB-00273,recurring_events,negative
FB-00274,praise,positive
FB-00275,mobile_performance,negative
FB-00276,mobile_performance,negative
FB-00277,mobile_performance,negative
FB-00278,mobile_performance,negative
FB-00279,dark_mode,neutral
FB-00280,dark_mode,neutral
FB-00281,sso_saml,neutral
FB-00282,pricing,negative
FB-00283,slack_integration,neutral
FB-00284,slack_integration,neutral
FB-00285,onboarding,negative
FB-00286,onboarding,negative
FB-00287,recurring_events,negative
FB-00288,praise,positive
FB-00289,praise,positive
FB-00290,praise,positive
FB-00291,praise,positive
FB-00292,mobile_performance,negative
FB-00293,dark_mode,neutral
FB-00294,dark_mode,neutral
FB-00295,dark_mode,neutral
FB-00296,sso_saml,neutral
FB-00297,slack_integration,neutral
FB-00298,export_reporting,neutral
FB-00299,praise,positive
FB-00300,mobile_performance,negative
FB-00301,dark_mode,neutral
FB-00302,sso_saml,neutral
FB-00303,sso_saml,neutral
FB-00304,timezone,negative
FB-00305,slack_integration,neutral
FB-00306,slack_integration,neutral
FB-00307,onboarding,negative
FB-00308,praise,positive
FB-00309,calendar_sync,negative
FB-00310,mobile_performance,negative
FB-00311,dark_mode,neutral
FB-00312,sso_saml,neutral
FB-00313,pricing,negative
FB-00314,timezone,negative
FB-00315,slack_integration,neutral
FB-00316,slack_integration,neutral
FB-00317,notifications,negative
FB-00318,onboarding,negative
FB-00319,praise,positive
FB-00320,mobile_performance,negative
FB-00321,dark_mode,neutral
FB-00322,dark_mode,neutral
FB-00323,sso_saml,neutral
FB-00324,sso_saml,neutral
FB-00325,timezone,negative
FB-00326,timezone,negative
FB-00327,slack_integration,neutral
FB-00328,slack_integration,neutral
FB-00329,slack_integration,neutral
FB-00330,notifications,negative
FB-00331,export_reporting,neutral
FB-00332,export_reporting,neutral
FB-00333,onboarding,negative
FB-00334,onboarding,negative
FB-00335,calendar_sync,negative
FB-00336,calendar_sync,negative
FB-00337,calendar_sync,negative
FB-00338,mobile_performance,negative
FB-00339,mobile_performance,negative
FB-00340,dark_mode,neutral
FB-00341,dark_mode,neutral
FB-00342,dark_mode,neutral
FB-00343,dark_mode,neutral
FB-00344,dark_mode,neutral
FB-00345,pricing,negative
FB-00346,slack_integration,neutral
FB-00347,notifications,negative
FB-00348,export_reporting,neutral
FB-00349,onboarding,negative
FB-00350,onboarding,negative
FB-00351,praise,positive
FB-00352,calendar_sync,negative
FB-00353,calendar_sync,negative
FB-00354,mobile_performance,negative
FB-00355,mobile_performance,negative
FB-00356,mobile_performance,negative
FB-00357,mobile_performance,negative
FB-00358,dark_mode,neutral
FB-00359,dark_mode,neutral
FB-00360,dark_mode,neutral
FB-00361,dark_mode,neutral
FB-00362,pricing,negative
FB-00363,pricing,negative
FB-00364,timezone,negative
FB-00365,timezone,negative
FB-00366,slack_integration,neutral
FB-00367,slack_integration,neutral
FB-00368,notifications,negative
FB-00369,notifications,negative
FB-00370,notifications,negative
FB-00371,export_reporting,neutral
FB-00372,export_reporting,neutral
FB-00373,calendar_sync,negative
FB-00374,dark_mode,neutral
FB-00375,dark_mode,neutral
FB-00376,dark_mode,neutral
FB-00377,sso_saml,neutral
FB-00378,pricing,negative
FB-00379,pricing,negative
FB-00380,pricing,negative
FB-00381,pricing,negative
FB-00382,timezone,negative
FB-00383,timezone,negative
FB-00384,slack_integration,neutral
FB-00385,slack_integration,neutral
FB-00386,slack_integration,neutral
FB-00387,slack_integration,neutral
FB-00388,notifications,negative
FB-00389,notifications,negative
FB-00390,notifications,negative
FB-00391,notifications,negative
FB-00392,notifications,negative
FB-00393,export_reporting,neutral
FB-00394,export_reporting,neutral
FB-00395,export_reporting,neutral
FB-00396,export_reporting,neutral
FB-00397,onboarding,negative
FB-00398,onboarding,negative
FB-00399,onboarding,negative
FB-00400,praise,positive
FB-00401,praise,positive
FB-00402,mobile_performance,negative
FB-00403,pricing,negative
FB-00404,slack_integration,neutral
FB-00405,onboarding,negative
FB-00406,onboarding,negative
FB-00407,onboarding,negative
FB-00408,recurring_events,negative
FB-00409,praise,positive
FB-00410,praise,positive
FB-00411,calendar_sync,negative
FB-00412,mobile_performance,negative
FB-00413,mobile_performance,negative
FB-00414,mobile_performance,negative
FB-00415,mobile_performance,negative
FB-00416,mobile_performance,negative
FB-00417,dark_mode,neutral
FB-00418,dark_mode,neutral
FB-00419,dark_mode,neutral
FB-00420,dark_mode,neutral
FB-00421,timezone,negative
FB-00422,timezone,negative
FB-00423,notifications,negative
FB-00424,export_reporting,neutral
FB-00425,onboarding,negative
FB-00426,onboarding,negative
FB-00427,praise,positive
FB-00428,calendar_sync,negative
FB-00429,mobile_performance,negative
FB-00430,mobile_performance,negative
FB-00431,mobile_performance,negative
FB-00432,dark_mode,neutral
FB-00433,dark_mode,neutral
FB-00434,dark_mode,neutral
FB-00435,dark_mode,neutral
FB-00436,dark_mode,neutral
FB-00437,timezone,negative
FB-00438,notifications,negative
FB-00439,export_reporting,neutral
FB-00440,export_reporting,neutral
FB-00441,onboarding,negative
FB-00442,onboarding,negative
FB-00443,onboarding,negative
FB-00444,praise,positive
FB-00445,praise,positive
FB-00446,mobile_performance,negative
FB-00447,mobile_performance,negative
FB-00448,mobile_performance,negative
FB-00449,dark_mode,neutral
FB-00450,dark_mode,neutral
FB-00451,dark_mode,neutral
FB-00452,sso_saml,neutral
FB-00453,pricing,negative
FB-00454,pricing,negative
FB-00455,slack_integration,neutral
FB-00456,slack_integration,neutral
FB-00457,slack_integration,neutral
FB-00458,notifications,negative
FB-00459,export_reporting,neutral
FB-00460,export_reporting,neutral
FB-00461,onboarding,negative
FB-00462,onboarding,negative
FB-00463,onboarding,negative
FB-00464,onboarding,negative
FB-00465,recurring_events,negative
FB-00466,calendar_sync,negative
FB-00467,mobile_performance,negative
FB-00468,mobile_performance,negative
FB-00469,mobile_performance,negative
FB-00470,sso_saml,neutral
FB-00471,pricing,negative
FB-00472,pricing,negative
FB-00473,pricing,negative
FB-00474,timezone,negative
FB-00475,timezone,negative
FB-00476,export_reporting,neutral
FB-00477,export_reporting,neutral
FB-00478,onboarding,negative
FB-00479,recurring_events,negative
FB-00480,recurring_events,negative
FB-00481,praise,positive
FB-00482,mobile_performance,negative
FB-00483,mobile_performance,negative
FB-00484,mobile_performance,negative
FB-00485,mobile_performance,negative
FB-00486,dark_mode,neutral
FB-00487,dark_mode,neutral
FB-00488,dark_mode,neutral
FB-00489,dark_mode,neutral
FB-00490,dark_mode,neutral
FB-00491,dark_mode,neutral
FB-00492,timezone,negative
FB-00493,timezone,negative
FB-00494,timezone,negative
FB-00495,slack_integration,neutral
FB-00496,notifications,negative
FB-00497,export_reporting,neutral
FB-00498,export_reporting,neutral
FB-00499,export_reporting,neutral
FB-00500,onboarding,negative
FB-00501,praise,positive
FB-00502,calendar_sync,negative
FB-00503,calendar_sync,negative
FB-00504,calendar_sync,negative
FB-00505,mobile_performance,negative
FB-00506,mobile_performance,negative
FB-00507,mobile_performance,negative
FB-00508,mobile_performance,negative
FB-00509,dark_mode,neutral
FB-00510,dark_mode,neutral
FB-00511,dark_mode,neutral
FB-00512,dark_mode,neutral
FB-00513,pricing,negative
FB-00514,pricing,negative
FB-00515,pricing,negative
FB-00516,timezone,negative
FB-00517,timezone,negative
FB-00518,timezone,negative
FB-00519,slack_integration,neutral
FB-00520,notifications,negative
FB-00521,notifications,negative
FB-00522,export_reporting,neutral
FB-00523,export_reporting,neutral
FB-00524,export_reporting,neutral
FB-00525,export_reporting,neutral
FB-00526,praise,positive
FB-00527,praise,positive
FB-00528,praise,positive
FB-00529,dark_mode,neutral
FB-00530,dark_mode,neutral
FB-00531,dark_mode,neutral
FB-00532,slack_integration,neutral
FB-00533,onboarding,negative
FB-00534,onboarding,negative
FB-00535,recurring_events,negative
FB-00536,praise,positive
FB-00537,mobile_performance,negative
FB-00538,dark_mode,neutral
FB-00539,dark_mode,neutral
FB-00540,dark_mode,neutral
FB-00541,dark_mode,neutral
FB-00542,pricing,negative
FB-00543,pricing,negative
FB-00544,timezone,negative
FB-00545,slack_integration,neutral
FB-00546,onboarding,negative
FB-00547,praise,positive
FB-00548,praise,positive
FB-00549,mobile_performance,negative
FB-00550,mobile_performance,negative
FB-00551,dark_mode,neutral
FB-00552,dark_mode,neutral
FB-00553,dark_mode,neutral
FB-00554,dark_mode,neutral
FB-00555,dark_mode,neutral
FB-00556,dark_mode,neutral
FB-00557,dark_mode,neutral
FB-00558,dark_mode,neutral
FB-00559,sso_saml,neutral
FB-00560,pricing,negative
FB-00561,timezone,negative
FB-00562,timezone,negative
FB-00563,timezone,negative
FB-00564,slack_integration,neutral
FB-00565,slack_integration,neutral
FB-00566,slack_integration,neutral
FB-00567,slack_integration,neutral
FB-00568,notifications,negative
FB-00569,notifications,negative
FB-00570,export_reporting,neutral
FB-00571,export_reporting,neutral
FB-00572,calendar_sync,negative
FB-00573,calendar_sync,negative
FB-00574,mobile_performance,negative
FB-00575,mobile_performance,negative
FB-00576,mobile_performance,negative
FB-00577,dark_mode,neutral
FB-00578,dark_mode,neutral
FB-00579,sso_saml,neutral
FB-00580,sso_saml,neutral
FB-00581,slack_integration,neutral
FB-00582,slack_integration,neutral
FB-00583,slack_integration,neutral
FB-00584,notifications,negative
FB-00585,export_reporting,neutral
FB-00586,export_reporting,neutral
FB-00587,onboarding,negative
FB-00588,onboarding,negative
FB-00589,onboarding,negative
FB-00590,onboarding,negative
FB-00591,recurring_events,negative
FB-00592,recurring_events,negative
FB-00593,mobile_performance,negative
FB-00594,mobile_performance,negative
FB-00595,dark_mode,neutral
FB-00596,dark_mode,neutral
FB-00597,timezone,negative
FB-00598,timezone,negative
FB-00599,slack_integration,neutral
FB-00600,notifications,negative
FB-00601,notifications,negative
FB-00602,export_reporting,neutral
FB-00603,onboarding,negative
FB-00604,onboarding,negative
FB-00605,onboarding,negative
FB-00606,praise,positive
FB-00607,calendar_sync,negative
FB-00608,calendar_sync,negative
FB-00609,mobile_performance,negative
FB-00610,mobile_performance,negative
FB-00611,mobile_performance,negative
FB-00612,dark_mode,neutral
FB-00613,dark_mode,neutral
FB-00614,dark_mode,neutral
FB-00615,dark_mode,neutral
FB-00616,dark_mode,neutral
FB-00617,pricing,negative
FB-00618,pricing,negative
FB-00619,pricing,negative
FB-00620,slack_integration,neutral
FB-00621,slack_integration,neutral
FB-00622,slack_integration,neutral
FB-00623,notifications,negative
FB-00624,onboarding,negative
FB-00625,onboarding,negative
FB-00626,onboarding,negative
FB-00627,onboarding,negative
FB-00628,praise,positive
FB-00629,praise,positive
FB-00630,calendar_sync,negative
FB-00631,mobile_performance,negative
FB-00632,mobile_performance,negative
FB-00633,mobile_performance,negative
FB-00634,dark_mode,neutral
FB-00635,dark_mode,neutral
FB-00636,sso_saml,neutral
FB-00637,pricing,negative
FB-00638,pricing,negative
FB-00639,pricing,negative
FB-00640,timezone,negative
FB-00641,slack_integration,neutral
FB-00642,slack_integration,neutral
FB-00643,export_reporting,neutral
FB-00644,onboarding,negative
FB-00645,praise,positive
FB-00646,calendar_sync,negative
FB-00647,calendar_sync,negative
FB-00648,mobile_performance,negative
FB-00649,mobile_performance,negative
FB-00650,mobile_performance,negative
FB-00651,dark_mode,neutral
FB-00652,notifications,negative
FB-00653,export_reporting,neutral
FB-00654,onboarding,negative
FB-00655,onboarding,negative
FB-00656,recurring_events,negative
FB-00657,praise,positive
FB-00658,calendar_sync,negative
FB-00659,mobile_performance,negative
FB-00660,mobile_performance,negative
FB-00661,dark_mode,neutral
FB-00662,dark_mode,neutral
FB-00663,dark_mode,neutral
FB-00664,pricing,negative
FB-00665,timezone,negative
FB-00666,slack_integration,neutral
FB-00667,praise,positive
FB-00668,calendar_sync,negative
FB-00669,mobile_performance,negative
FB-00670,dark_mode,neutral
FB-00671,slack_integration,neutral
FB-00672,notifications,negative
FB-00673,onboarding,negative
FB-00674,onboarding,negative
FB-00675,onboarding,negative
FB-00676,praise,positive
FB-00677,praise,positive
FB-00678,praise,positive
FB-00679,praise,positive
FB-00680,praise,positive
FB-00681,calendar_sync,negative
FB-00682,mobile_performance,negative
FB-00683,mobile_performance,negative
FB-00684,mobile_performance,negative
FB-00685,dark_mode,neutral
FB-00686,sso_saml,neutral
FB-00687,timezone,negative
FB-00688,notifications,negative
FB-00689,notifications,negative
FB-00690,export_reporting,neutral
FB-00691,onboarding,negative
FB-00692,onboarding,negative
FB-00693,recurring_events,negative
FB-00694,praise,positive
FB-00695,praise,positive
FB-00696,mobile_performance,negative
FB-00697,mobile_performance,negative
FB-00698,dark_mode,neutral
FB-00699,pricing,negative
FB-00700,timezone,negative
FB-00701,notifications,negative
FB-00702,onboarding,negative
FB-00703,praise,positive
FB-00704,mobile_performance,negative
FB-00705,mobile_performance,negative
FB-00706,dark_mode,neutral
FB-00707,dark_mode,neutral
FB-00708,dark_mode,neutral
FB-00709,timezone,negative
FB-00710,timezone,negative
FB-00711,slack_integration,neutral
FB-00712,recurring_events,negative
FB-00713,recurring_events,negative
FB-00714,recurring_events,negative
FB-00715,praise,positive
FB-00716,praise,positive
FB-00717,calendar_sync,negative
FB-00718,calendar_sync,negative
FB-00719,mobile_performance,negative
FB-00720,mobile_performance,negative
FB-00721,mobile_performance,negative
FB-00722,dark_mode,neutral
FB-00723,dark_mode,neutral
FB-00724,dark_mode,neutral
FB-00725,pricing,negative
FB-00726,slack_integration,neutral
FB-00727,onboarding,negative
FB-00728,praise,positive
FB-00729,praise,positive
FB-00730,praise,positive
FB-00731,calendar_sync,negative
FB-00732,calendar_sync,negative
FB-00733,timezone,negative
FB-00734,slack_integration,neutral
FB-00735,slack_integration,neutral
FB-00736,slack_integration,neutral
FB-00737,praise,positive
FB-00738,praise,positive
FB-00739,mobile_performance,negative
FB-00740,mobile_performance,negative
FB-00741,dark_mode,neutral
FB-00742,notifications,negative
FB-00743,recurring_events,negative
FB-00744,praise,positive
FB-00745,mobile_performance,negative
FB-00746,mobile_performance,negative
FB-00747,mobile_performance,negative
FB-00748,mobile_performance,negative
FB-00749,mobile_performance,negative
FB-00750,dark_mode,neutral
FB-00751,dark_mode,neutral
FB-00752,dark_mode,neutral
FB-00753,timezone,negative
FB-00754,notifications,negative
FB-00755,notifications,negative
FB-00756,notifications,negative
FB-00757,export_reporting,neutral
FB-00758,export_reporting,neutral
FB-00759,onboarding,negative
FB-00760,recurring_events,negative
FB-00761,praise,positive
FB-00762,calendar_sync,negative
FB-00763,mobile_performance,negative
FB-00764,mobile_performance,negative
FB-00765,dark_mode,neutral
FB-00766,dark_mode,neutral
FB-00767,dark_mode,neutral
FB-00768,dark_mode,neutral
FB-00769,dark_mode,neutral
FB-00770,sso_saml,neutral
FB-00771,pricing,negative
FB-00772,pricing,negative
FB-00773,timezone,negative
FB-00774,slack_integration,neutral
FB-00775,slack_integration,neutral
FB-00776,slack_integration,neutral
FB-00777,slack_integration,neutral
FB-00778,export_reporting,neutral
FB-00779,export_reporting,neutral
FB-00780,export_reporting,neutral
FB-00781,onboarding,negative
FB-00782,calendar_sync,negative
FB-00783,calendar_sync,negative
FB-00784,calendar_sync,negative
FB-00785,mobile_performance,negative
FB-00786,mobile_performance,negative
FB-00787,mobile_performance,negative
FB-00788,mobile_performance,negative
FB-00789,dark_mode,neutral
FB-00790,dark_mode,neutral
FB-00791,dark_mode,neutral
FB-00792,pricing,negative
FB-00793,pricing,negative
FB-00794,pricing,negative
FB-00795,timezone,negative
FB-00796,timezone,negative
FB-00797,slack_integration,neutral
FB-00798,notifications,negative
FB-00799,notifications,negative
FB-00800,export_reporting,neutral
FB-00801,export_reporting,neutral
FB-00802,praise,positive
FB-00803,praise,positive
FB-00804,praise,positive
FB-00805,calendar_sync,negative
FB-00806,calendar_sync,negative
FB-00807,mobile_performance,negative
FB-00808,dark_mode,neutral
FB-00809,dark_mode,neutral
FB-00810,sso_saml,neutral
FB-00811,pricing,negative
FB-00812,timezone,negative
FB-00813,timezone,negative
FB-00814,slack_integration,neutral
FB-00815,slack_integration,neutral
FB-00816,slack_integration,neutral
FB-00817,notifications,negative
FB-00818,onboarding,negative
FB-00819,onboarding,negative
FB-00820,praise,positive
FB-00821,mobile_performance,negative
FB-00822,dark_mode,neutral
FB-00823,dark_mode,neutral
FB-00824,dark_mode,neutral
FB-00825,dark_mode,neutral
FB-00826,pricing,negative
FB-00827,pricing,negative
FB-00828,pricing,negative
FB-00829,pricing,negative
FB-00830,pricing,negative
FB-00831,pricing,negative
FB-00832,timezone,negative
FB-00833,notifications,negative
FB-00834,notifications,negative
FB-00835,export_reporting,neutral
FB-00836,export_reporting,neutral
FB-00837,praise,positive
FB-00838,dark_mode,neutral
FB-00839,dark_mode,neutral
FB-00840,dark_mode,neutral
FB-00841,pricing,negative
FB-00842,slack_integration,neutral
FB-00843,slack_integration,neutral
FB-00844,notifications,negative
FB-00845,notifications,negative
FB-00846,onboarding,negative
FB-00847,mobile_performance,negative
FB-00848,mobile_performance,negative
FB-00849,mobile_performance,negative
FB-00850,dark_mode,neutral
FB-00851,dark_mode,neutral
FB-00852,dark_mode,neutral
FB-00853,slack_integration,neutral
FB-00854,export_reporting,neutral
FB-00855,export_reporting,neutral
FB-00856,onboarding,negative
FB-00857,praise,positive
FB-00858,praise,positive
FB-00859,calendar_sync,negative
FB-00860,mobile_performance,negative
FB-00861,mobile_performance,negative
FB-00862,mobile_performance,negative
FB-00863,mobile_performance,negative
FB-00864,mobile_performance,negative
FB-00865,dark_mode,neutral
FB-00866,sso_saml,neutral
FB-00867,pricing,negative
FB-00868,pricing,negative
FB-00869,timezone,negative
FB-00870,slack_integration,neutral
FB-00871,slack_integration,neutral
FB-00872,notifications,negative
FB-00873,export_reporting,neutral
FB-00874,recurring_events,negative
FB-00875,praise,positive
FB-00876,calendar_sync,negative
FB-00877,dark_mode,neutral
FB-00878,pricing,negative
FB-00879,pricing,negative
FB-00880,timezone,negative
FB-00881,timezone,negative
FB-00882,timezone,negative
FB-00883,slack_integration,neutral
FB-00884,export_reporting,neutral
FB-00885,onboarding,negative
FB-00886,onboarding,negative
FB-00887,onboarding,negative
FB-00888,recurring_events,negative
FB-00889,praise,positive
FB-00890,praise,positive
FB-00891,praise,positive
FB-00892,praise,positive
FB-00893,praise,positive
FB-00894,praise,positive
FB-00895,calendar_sync,negative
FB-00896,calendar_sync,negative
FB-00897,mobile_performance,negative
FB-00898,mobile_performance,negative
FB-00899,dark_mode,neutral
FB-00900,sso_saml,neutral
FB-00901,pricing,negative
FB-00902,pricing,negative
FB-00903,pricing,negative
FB-00904,slack_integration,neutral
FB-00905,export_reporting,neutral
FB-00906,export_reporting,neutral
FB-00907,onboarding,negative
FB-00908,praise,positive
FB-00909,calendar_sync,negative
FB-00910,mobile_performance,negative
FB-00911,mobile_performance,negative
FB-00912,mobile_performance,negative
FB-00913,mobile_performance,negative
FB-00914,mobile_performance,negative
FB-00915,mobile_performance,negative
FB-00916,dark_mode,neutral
FB-00917,pricing,negative
FB-00918,pricing,negative
FB-00919,pricing,negative
FB-00920,pricing,negative
FB-00921,slack_integration,neutral
FB-00922,slack_integration,neutral
FB-00923,notifications,negative
FB-00924,notifications,negative
FB-00925,notifications,negative
FB-00926,notifications,negative
FB-00927,notifications,negative
FB-00928,export_reporting,neutral
FB-00929,export_reporting,neutral
FB-00930,praise,positive
FB-00931,praise,positive
FB-00932,praise,positive
FB-00933,calendar_sync,negative
FB-00934,mobile_performance,negative
FB-00935,mobile_performance,negative
FB-00936,mobile_performance,negative
FB-00937,dark_mode,neutral
FB-00938,dark_mode,neutral
FB-00939,pricing,negative
FB-00940,pricing,negative
FB-00941,pricing,negative
FB-00942,slack_integration,neutral
FB-00943,slack_integration,neutral
FB-00944,slack_integration,neutral
FB-00945,slack_integration,neutral
FB-00946,slack_integration,neutral
FB-00947,notifications,negative
